from_id,user_name,message,posted_date,time,type,link,id,likes,comments,shares,language,observation,media,candidate
889307941125736,Hillary Clinton,"Scripture tells us: Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.",2016-11-09,18:57:16+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1324433874279805/?type=3,889307941125736_1324433874279805,284257,61117,28960,en,,,Clinton
889307941125736,Hillary Clinton,"Last night, I congratulated Donald Trump and offered to work with him on behalf of our country. I hope that he will be a successful president for all Americans.

This is not the outcome we wanted or we worked so hard for, and I’m sorry we did not win this election for the values we share and the vision we hold for our country.

But I feel pride and gratitude for this wonderful campaign that we built together—this vast, diverse, creative, unruly, energized campaign. You represent the best of America, and being your candidate has been one of the greatest honors of my life.

I know how disappointed you feel, because I feel it too. And so do tens of millions of Americans who invested their hopes and dreams in this effort. This is painful, and it will be for a long time. But I want you to remember this: Our campaign was never about one person or even one election. It was about the country we love—and about building an America that’s hopeful, inclusive, and big-hearted.

We have seen that our nation is more deeply divided than we thought. But I still believe in America—and I always will. And if you do, too, then we must accept this result—and then look to the future.

Donald Trump is going to be our president. We owe him an open mind and the chance to lead.

Our constitutional democracy enshrines the peaceful transfer of power, and we don’t just respect that, we cherish it. It also enshrines other things—the rule of law, the principle that we’re all equal in rights and dignity, and the freedom of worship and expression. We respect and cherish these things too—and we must defend them.

And let me add: Our constitutional democracy demands our participation, not just every four years, but all the time. So let’s do all we can to keep advancing the causes and values we all hold dear: making our economy work for everyone, not just those at the top; protecting our country and protecting our planet; and breaking down all the barriers that hold anyone back from achieving their dreams.

We’ve spent a year and a half bringing together millions of people from every corner of our country to say with one voice that we believe that the American Dream is big enough for everyone—for people of all races and religions, for men and women, for immigrants, for LGBT people, and people with disabilities. Our responsibility as citizens is to keep doing our part to build that better, stronger, fairer America we seek. And I know you will. I am so grateful to stand with all of you.

I want to thank Tim Kaine and Anne Holton for being our partners on this journey. It gives me great hope and comfort to know that Tim will remain on the front-lines of our democracy, representing Virginia in the Senate.

To Barack and Michelle Obama: Our country owes you an enormous debt of gratitude for your graceful, determined leadership, and so do I.

To Bill, Chelsea, Marc, Charlotte, Aidan, our brothers, and our entire family, my love for you means more than I can ever express.
You crisscrossed this country on my behalf and lifted me up when I needed it most—even 4-month-old Aidan traveling with his mom.

I will always be grateful to the creative, talented, dedicated men and women at our headquarters in Brooklyn and across our country who poured their hearts into this campaign. For you veterans, this was a campaign after a campaign — for some of you, this was your first campaign ever. I want each of you to know that you were the best campaign anyone has had.

To all the volunteers, community leaders, activists, and union organizers who knocked on doors, talked to neighbors, posted on Facebook—even in secret or in private: Thank you.

To everyone who sent in contributions as small as $5 and kept us going, thank you.

And to all the young people in particular, I want you to hear this. I’ve spent my entire adult life fighting for what I believe in. I’ve had successes and I’ve had setbacks—sometimes really painful ones. Many of you are at the beginning of your careers. You will have successes and setbacks, too.

This loss hurts. But please, please never stop believing that fighting for what’s right is worth it. It’s always worth it. And we need you keep up these fights now and for the rest of your lives.

To all the women, and especially the young women, who put their faith in this campaign and in me, I want you to know that nothing has made me prouder than to be your champion.

I know that we still have not shattered that highest glass ceiling. But some day someone will—hopefully sooner than we might think right now.

And to all the little girls watching right now, never doubt that you are valuable and powerful and deserving of every chance and opportunity in the world.

Finally, I am grateful to our country for all it has given me.
I count my blessings every day that I am an American. And I still believe, as deeply as I ever have, that if we stand together and work together, with respect for our differences, strength in our convictions, and love for this nation—our best days are still ahead of us.

You know I believe we are stronger together and will go forward together. And you should never be sorry that you fought for that.
Scripture tells us: “Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.”

My friends, let us have faith in each other. Let us not grow weary. Let us not lose heart. For there are more seasons to come and there is more work to do.

I am incredibly honored and grateful to have had this chance to represent all of you in this consequential election. May God bless you and God bless the United States of America.",2016-11-09,18:51:57+0000,status,NA,889307941125736_1324421317614394,781326,77732,150533,en,,,Clinton
889307941125736,Hillary Clinton,Watch Hillary deliver remarks on the election from New York City.,2016-11-09,16:23:12+0000,video,https://www.facebook.com/hillaryclinton/videos/1324214154301777/,889307941125736_1324214154301777,210788,142171,60348,en,,,Clinton
889307941125736,Hillary Clinton,NA,2016-11-09,06:50:39+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.891727570883773.1073741830.889307941125736/1181179818605212/?type=3,889307941125736_1181179818605212,577333,74394,31558,fil,,,Clinton
889307941125736,Hillary Clinton,"This team has so much to be proud of. Whatever happens tonight, thank you for everything.",2016-11-09,01:39:50+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1322855124437680/?type=3,889307941125736_1322855124437680,375216,31329,22011,en,,,Clinton
889307941125736,Hillary Clinton,"Remember, if you are in line before polls close, you can vote! Have a question? Call 1-917-444-5915.",2016-11-09,00:00:01+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1322854277771098/?type=3,889307941125736_1322854277771098,41140,5100,7199,en,,,Clinton
889307941125736,Hillary Clinton,"Election Day is almost over. Don’t wait—go vote now! 
Confirm where you vote at hillaryclinton.com/locate.",2016-11-08,23:00:00+0000,link,http://gph.is/2eBttvp,889307941125736_1322853874437805,18580,2976,961,en,,,Clinton
889307941125736,Hillary Clinton,"""Les pido que elijan, compatriotas, a esta luchadora, a esta mujer de Estado, a esta madre... Nuestra próxima presidenta de los Estados Unidos de América ¡Hillary Clinton!"" —Presidente Obama hillaryclinton.com/buscador",2016-11-08,22:05:28+0000,video,https://www.facebook.com/hillaryclinton/videos/1323004387756087/,889307941125736_1323004387756087,47895,4524,6483,es,,,Clinton
889307941125736,Hillary Clinton,Our neighbors in battleground states need your help. Make calls right from your phone to remind fellow Hillary supporters to go vote:,2016-11-08,21:00:00+0000,link,http://hillaryclinton.com/calls,889307941125736_1322849854438207,11890,2023,472,en,,,Clinton
889307941125736,Hillary Clinton,"Today's the day when we show how much stronger we are together. Once you’ve voted, sign up for a volunteer shift:",2016-11-08,19:58:56+0000,link,http://hillaryclinton.com/gotv,889307941125736_1322830897773436,21079,2750,1073,en,,,Clinton
889307941125736,Hillary Clinton,"It's going to be close, and we need you on this team. Confirm where to vote today:",2016-11-08,18:59:37+0000,link,http://hillaryclinton.com/locate,889307941125736_1322742257782300,8882,2069,381,en,,,Clinton
889307941125736,Hillary Clinton,"If you’ve already voted, jump on the phone and remind voters in key battleground states to go vote: hillaryclinton.com/calls",2016-11-08,18:20:25+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1322677101122149/?type=3,889307941125736_1322677101122149,29263,2697,1733,en,,,Clinton
889307941125736,Hillary Clinton,"""I am asking you to elect...this fighter, this mother, this grandmother, this patriot—our next president of the United States of America, Hillary Clinton!"" —President Obama hillaryclinton.com/locate",2016-11-08,17:12:15+0000,video,https://www.facebook.com/hillaryclinton/videos/1322536014469591/,889307941125736_1322536014469591,83028,4876,14164,en,,,Clinton
889307941125736,Hillary Clinton,Already voted? That's great! Now help Hillary win by signing up to make calls now:,2016-11-08,16:19:17+0000,link,http://hrc.io/2fw0fAk,889307941125736_1322455081144351,14834,2287,912,en,,,Clinton
889307941125736,Hillary Clinton,Happy Election Day! hillaryclinton.com/locate,2016-11-08,15:31:54+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1322391901150669/?type=3,889307941125736_1322391901150669,217106,6700,9887,en,,,Clinton
889307941125736,Hillary Clinton,"Today's the day when we show how much stronger we are together. Once you’ve voted, sign up for a volunteer shift: hillaryclinton.com/gotv",2016-11-08,15:05:48+0000,link,http://gph.is/2fBdwGs,889307941125736_1322346901155169,9904,1618,501,en,,,Clinton
889307941125736,Hillary Clinton,Todo por lo que hemos trabajado se decide hoy. Comparte esto si apoyas a Hillary: hillaryclinton.com/buscador,2016-11-08,14:40:42+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1322301641159695/?type=3,889307941125736_1322301641159695,100149,4564,28681,es,,,Clinton
889307941125736,Hillary Clinton,Everything we’ve worked toward comes down to today. Share this if you're voting for Hillary: hillaryclinton.com/locate,2016-11-08,14:01:00+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1322225667833959/?type=3,889307941125736_1322225667833959,274215,9221,70991,en,,,Clinton
889307941125736,Hillary Clinton,Let’s go make some history today. hillaryclinton.com/locate,2016-11-08,13:00:00+0000,video,https://www.facebook.com/hillaryclinton/videos/1322023997854126/,889307941125736_1322023997854126,64820,3848,20061,en,,,Clinton
889307941125736,Hillary Clinton,It's Election Day! Millions of Americans have cast their votes for Hillary—join them and confirm where you vote: hillaryclinton.com/locate,2016-11-08,12:13:39+0000,link,http://hillaryclinton.com/locate,889307941125736_1321992831190576,16808,2113,1196,en,,,Clinton
889307941125736,Hillary Clinton,Es el Día de la Elección y los centros de votación están oficialmente abiertos. ¿A qué hora vas a ir a votar? Verifica dónde votar en: hillaryclinton.com/buscador,2016-11-08,11:33:25+0000,link,http://gph.is/2fjBdny,889307941125736_1321929254530267,6562,1179,483,es,,,Clinton
889307941125736,Hillary Clinton,It’s Election Day and polls are officially open. When will you vote today? Confirm where to go here: hillaryclinton.com/locate,2016-11-08,11:04:24+0000,link,http://gph.is/2fckchn,889307941125736_1321867984536394,24247,9304,3586,en,,,Clinton
889307941125736,Hillary Clinton,"New Jersey, polls are officially open. Confirm where you vote at hillaryclinton.com/locate, then share with a friend!",2016-11-08,11:00:01+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1320223978034128/?type=3,889307941125736_1320223978034128,3618,266,916,en,,,Clinton
889307941125736,Hillary Clinton,"There's no such thing as a vote that doesn't count. Today, you can make the difference.

Share this—and go vote! hillaryclinton.com/locate",2016-11-08,10:00:00+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1321001354623057/?type=3,889307941125736_1321001354623057,152483,5362,23481,en,,,Clinton
889307941125736,Hillary Clinton,"""Hoy, les pido su voto. Mañana, hagamos historia juntos"" —Hillary hillaryclinton.com/buscador",2016-11-08,06:20:28+0000,video,https://www.facebook.com/hillaryclinton/videos/1321601181229741/,889307941125736_1321601181229741,87793,5594,13906,es,,,Clinton
889307941125736,Hillary Clinton,hillaryclinton.com/locate,2016-11-08,05:15:06+0000,video,https://www.facebook.com/hillaryclinton/videos/1321546211235238/,889307941125736_1321546211235238,76027,4377,13694,und,,,Clinton
889307941125736,Hillary Clinton,"Join Hillary for her last rally of the campaign in Raleigh, North Carolina:",2016-11-08,05:07:37+0000,video,https://www.facebook.com/hillaryclinton/videos/1321535184569674/,889307941125736_1321535184569674,144551,157894,29636,en,,,Clinton
889307941125736,Hillary Clinton,Stronger together.,2016-11-08,04:54:57+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1321518994571293/?type=3,889307941125736_1321518994571293,184685,4261,10821,en,,,Clinton
889307941125736,Hillary Clinton,"""You want to give me a good send off? Go vote!"" —President Obama hillaryclinton.com/makeaplan",2016-11-08,03:35:00+0000,video,https://www.facebook.com/hillaryclinton/videos/1321152974607895/,889307941125736_1321152974607895,73055,3230,7822,en,,,Clinton
889307941125736,Hillary Clinton,"""Let’s make history!"" —Hillary",2016-11-08,02:38:53+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1320684274654765/?type=3,889307941125736_1320684274654765,251599,8388,22810,en,,,Clinton
889307941125736,Hillary Clinton,"You don’t want to miss this one: Join Hillary, President Obama, First Lady Michelle Obama, President Bill Clinton, and Chelsea Clinton live in Philly on the eve of Election Day.",2016-11-08,01:36:31+0000,video,https://www.facebook.com/hillaryclinton/videos/1320561358000390/,889307941125736_1320561358000390,292613,357558,83530,en,,,Clinton
889307941125736,Hillary Clinton,Latino voters are turning out in record numbers to vote. Will you be part of this? Confirm where you'll vote tomorrow: hillaryclinton.com/locate,2016-11-08,00:55:21+0000,video,https://www.facebook.com/hillaryclinton/videos/1320488274674365/,889307941125736_1320488274674365,37323,4416,9343,en,,,Clinton
8.89E+14,Hillary Clinton,"Tomorrow, we have the chance to stand up for the America we believe in. Share this if you're voting. hillaryclinton.com/makeaplan",2016-11-07,23:49:32+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1320311824692010/?type=3,889307941125736_1320311824692010,224285,10312,48372,,,,Clinton
